x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,Y,split
25, Private,72887, 11th,7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K.,0.851967316128268
56, State-gov,270859, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,48, United-States, >50K.,2.137794952746894
45, Private,125892, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K.,-0.031544234252419236
36, Private,218729, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,30, United-States, >50K.,0.4020442044053529
52, Private,62834, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, >50K.,0.744019007805302
46, Private,189123, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K.,-0.7044075929280713
53, Private,96062, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,0.21779520214461706
30, Private,250804, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,-0.2193469828018498
36, Self-emp-not-inc,278553, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,75, United-States, >50K.,0.3637776183126665
41, Private,287581, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, United-States, >50K.,-0.17882319179126482
46, Local-gov,364548, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,42, United-States, >50K.,-0.26076134776322474
21, Private,145964, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K.,0.6804022403793712
25, State-gov,319303, Some-college,10, Divorced, Other-service, Unmarried, White, Male,0,2472,40, United-States, >50K.,-1.8051065667141348
53, Self-emp-inc,158294, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,99999,0,75, United-States, >50K.,-0.09051662908177796
31, Private,336543, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K.,0.1268825447885234
49, Self-emp-inc,131826, Prof-school,15, Widowed, Prof-specialty, Unmarried, White, Male,99999,0,50, United-States, >50K.,-0.8705004127258713
34, Private,161153, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,-1.8270884353805639
59, Private,59469, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K.,2.037730788134212
43, Private,176716, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K.,-1.447547392744276
38, Private,179123, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K.,-0.1861070386929211
31, Local-gov,240504, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1902,50, United-States, >50K.,-0.6667662237630047
41, Private,106501, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K.,1.3194226681096939
58, Private,179715, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K.,-0.5283498376181276
50, Private,123374, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K.,-0.7754157514028129
50, Private,44942, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,48, United-States, >50K.,0.019206084945614876
29, Private,183523, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K.,0.5651276262638885
32, Private,200246, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,1.157384973306756
55, Private,288907, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,4787,0,40, United-States, >50K.,-2.353388042996049
32, Private,170276, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,46, United-States, >50K.,0.21500670384696535
47, Federal-gov,198223, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K.,0.4689994731066539
70, Private,177906, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,6514,0,40, United-States, >50K.,-1.708740663210949
63, Self-emp-not-inc,33487, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K.,1.0152969003953467
48, Private,77404, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K.,0.22789166492613347
59, Private,153484, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,-0.061730902302507
41, Private,63105, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, >50K.,-0.9278186581927143
37, Self-emp-inc,329980, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K.,-0.499241181023532
38, Private,126675, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,0.5073256043680419
42, Federal-gov,122215, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K.,1.140548548053767
61, Local-gov,205711, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K.,-0.8418586904060706
53, Private,175029, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,0.368034929129507
37, State-gov,159491, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K.,-0.4008383703396568
25, Private,205337, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,0.3642437025659449
46, Local-gov,127441, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K.,-0.8047982276688616
64, Self-emp-inc,51286, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,6418,0,65, United-States, >50K.,-0.03155955674939988
43, Private,72338, Masters,14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K.,-0.5759605601548513
38, Private,187711, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K.,-0.209015449761154
50, State-gov,392668, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,0.3795076800940228
43, Private,307767, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,0.6002947876189239
49, Private,81535, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, >50K.,0.27611492611945243
31, Local-gov,253456, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K.,0.5680606770150477
40, State-gov,385357, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, >50K.,1.0025033073506104
50, Private,178946, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K.,0.890593952814108
43, Local-gov,201764, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K.,1.0429792679631666
34, Private,260560, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,0.5298877721434159
44, Private,101563, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,7430,0,45, United-States, >50K.,1.4582620310014163
54, Private,32454, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K.,1.50978872043672
39, Private,346478, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K.,-1.4133689646873657
29, Private,193152, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K.,0.23997260134784643
48, Private,138342, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,55, United-States, >50K.,-0.23643184636326942
31, Self-emp-not-inc,279015, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K.,-0.07769197524028726
44, Private,227466, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K.,-2.2947515905223423
51, Private,196828, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States, >50K.,0.11311353918968256
41, Private,127314, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K.,0.09913967498986508
45, Local-gov,375606, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.,-1.1837967306163386
54, State-gov,180881, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,2.7468028217896667
51, Self-emp-not-inc,299119, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,-0.5899417863890686
51, Self-emp-not-inc,71046, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K.,0.403915007709194
41, Private,338740, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K.,2.506235825033889
52, Self-emp-not-inc,149508, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K.,-0.12185954767257375
47, Private,189680, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K.,0.8477145336026651
41, Private,109912, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,15024,0,50, England, >50K.,-0.4046037001152147
45, Private,163174, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, >50K.,0.09011103536848532
58, State-gov,21838, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K.,-0.5820589430665587
30, Self-emp-inc,204742, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,0.01771012228741789
51, Self-emp-not-inc,329980, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,8, United-States, >50K.,-1.533421447090717
34, Local-gov,169708, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K.,-0.9242038088831366
57, Local-gov,196126, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K.,-0.9878768647542204
38, Private,109594, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,70, United-States, >50K.,1.1879747389547917
64, Private,96076, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,1.032228404888501
62, Self-emp-inc,164616, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K.,0.4062607727279071
34, Federal-gov,121093, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,53, United-States, >50K.,-0.8065451547522815
35, Private,95708, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7688,0,60, United-States, >50K.,-1.1209236708338146
58, Private,100303, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K.,-0.015912878993122326
42, Private,46019, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5178,0,50, United-States, >50K.,1.1971850649686113
58, Private,117299, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K.,0.36089948700476593
44, Private,214781, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K.,-0.03901858300984494
57, Self-emp-inc,146103, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,30, United-States, >50K.,0.5992945273128227
41, Private,304605, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K.,-0.716097576243604
45, Federal-gov,230685, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,0.1915582859071858
44, Self-emp-not-inc,205033, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K.,0.4030647716052592
53, Federal-gov,321865, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.,-0.02549864075253114
26, Private,211231, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K.,-0.19416967619281555
37, Self-emp-inc,154410, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K.,1.5769203682758686
64, Private,121036, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K.,0.5929448697681802
28, Private,115438, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K.,-1.0386396951570387
61, Private,54780, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K.,0.29991203941333644
51, Self-emp-inc,304955, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K.,0.19332632473039446
59, Private,318450, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,-0.16403615365702826
30, Local-gov,19302, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,70, Germany, >50K.,-0.13581733232940765
51, State-gov,128260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K.,-0.5311265583098626
28, State-gov,266855, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K.,-1.3816548765002243
45, Private,253827, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K.,0.441379431222346
43, Federal-gov,190020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,0.04961268367583685
34, Private,301251, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,0.4553167948256574
37, Private,112512, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, >50K.,-0.264426350415819
54, Local-gov,105788, Masters,14, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,37, United-States, >50K.,1.1588549731168005
51, Private,88856, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States, >50K.,0.9093260265318872
57, State-gov,222792, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K.,-0.13021842007452628
74, Private,172787, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Male,0,2282,35, United-States, >50K.,-0.8679078473062023
57, Federal-gov,47534, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K.,0.8687244045214207
55, Private,70439, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K.,-1.246271687605469
39, Federal-gov,72887, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K.,-0.25174177614816295
35, Private,80680, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K.,-0.7016555612053018
38, Private,186376, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K.,0.02858400919095051
42, Local-gov,198028, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K.,1.129569744206583
52, Self-emp-not-inc,98642, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, India, >50K.,-0.039962677597747465
35, Private,165215, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, >50K.,-0.39812378453423103
64, Private,207658, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,0.1839464708941054
40, Self-emp-inc,253060, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K.,0.04491248199032795
39, Private,176967, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,0.6825425062484515
53, Private,173020, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K.,-0.2873399833375731
42, Private,199018, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States, >50K.,-0.974609217789571
54, Self-emp-not-inc,72257, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,1.0998446832958138
48, Federal-gov,34998, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, >50K.,-1.092958467303576
32, Private,231263, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K.,2.788361090722082
29, Private,166320, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K.,1.9724793590079397
32, State-gov,110171, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States, >50K.,1.5427865682020983
50, Private,410114, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K.,-0.0585282319378111
48, Self-emp-inc,106232, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,48, United-States, >50K.,-1.8182152318505498
41, Private,240124, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,1.2884717910637744
39, Self-emp-not-inc,34066, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K.,-0.071961457520151
48, Private,113211, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K.,0.4889668301438994
45, Private,256866, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K.,0.21072998274391272
51, State-gov,367209, Doctorate,16, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, >50K.,0.5440235111353412
56, Private,292710, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K.,-1.7180808613077823
52, Private,163776, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K.,1.3367819464957966
51, Private,277471, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,0.26086546245277814
49, Private,93557, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K.,-1.874985499095847
51, Private,171924, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,50, United-States, >50K.,0.9965832497450022
71, Private,148003, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,1911,38, United-States, >50K.,-1.2333012786478623
49, Private,219611, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, >50K.,0.5182909868881708
55, Self-emp-inc,147098, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,2444,60, United-States, >50K.,-0.6712598327478044
49, Private,107373, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K.,-0.3230854912484925
60, Private,194589, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K.,-0.3462758344828965
55, Private,201232, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K.,-1.5593122000141817
30, Federal-gov,243233, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,48, United-States, >50K.,1.2805180750976062
42, Private,311920, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,17, United-States, >50K.,-1.6197385783018632
60, Private,169408, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K.,1.0272036106823106
32, Private,195447, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K.,0.6472841344642348
42, Private,111895, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K.,0.5155184239263633
37, Private,168941, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K.,0.3469323746405683
46, Private,186172, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K.,0.17420364431585927
40, Private,34178, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K.,-1.0575334061906574
28, Private,134890, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,-1.2540757066944255
50, Self-emp-inc,171338, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K.,1.0682530311319243
47, Private,459189, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K.,-0.3612902902722412
28, Private,115677, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K.,0.009290369361220551
51, Self-emp-not-inc,181139, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K.,0.11421414604207114
34, Private,87218, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K.,0.13320832418790537
39, Private,100032, HS-grad,9, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,15, United-States, >50K.,-2.0687632240366898
49, Self-emp-inc,211020, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K.,-0.45985069592357913
40, Local-gov,241851, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,0.5641206254316514
31, Private,103596, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K.,0.7213877553804982
28, Private,160510, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K.,1.565525563444501
30, Self-emp-not-inc,96480, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K.,-0.196575008061482
39, Self-emp-not-inc,185366, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K.,-0.5749384658819577
43, Private,208045, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K.,-0.3804004933306893
72, Private,108038, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Cuba, >50K.,0.5022130739400817
49, Private,116641, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,35, United-States, >50K.,0.9388610724656091
34, Private,128016, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,40, United-States, >50K.,0.7513858189694994
44, Private,346081, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K.,-0.2765861405040757
48, Private,344381, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K.,-0.3260493517410822
36, Self-emp-inc,132879, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K.,-0.308952241300344
50, Self-emp-inc,249644, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,0.1720020706444007
59, Self-emp-inc,36085, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K.,-0.31790615007587736
37, Self-emp-inc,198841, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,-0.4201995909806599
51, Private,194097, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, >50K.,-0.01575688881594909
46, Local-gov,93557, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,50, United-States, >50K.,-0.6665162480033632
39, Private,107991, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K.,1.015154040954089
27, Private,138269, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K.,-0.3636516244820459
43, Private,437318, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K.,-2.0574899229563997
57, State-gov,388225, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,0.08461370827560515
36, State-gov,256992, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K.,-0.5421122538764546
48, Self-emp-inc,341762, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,0.18453161136611598
38, Private,139364, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K.,1.368969336150007
59, State-gov,200732, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K.,-1.3769587211558798
30, Private,387521, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K.,-0.5669785140293656
20, Private,325033, 12th,8, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, >50K.,0.6088110918902392
32, Local-gov,226296, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K.,-0.45340306176913375
45, Self-emp-inc,192835, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K.,-0.606053462354307
43, Self-emp-inc,147206, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,45, United-States, >50K.,-0.8566496535348038
52, Local-gov,182856, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,45, United-States, >50K.,0.1460680727535343
39, Self-emp-inc,172538, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K.,0.4068421862538631
38, Private,202937, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K.,-0.6936398616622725
48, Private,250648, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K.,0.02256784496580707
36, Federal-gov,253627, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, >50K.,0.7576811387340782
46, Local-gov,195418, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K.,-1.4856340938034582
45, Self-emp-not-inc,70754, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K.,1.8487619564261804
53, Self-emp-not-inc,146325, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K.,1.249647487533145
51, Private,91506, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,40, United-States, >50K.,-1.3011435922847667
38, Private,99065, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K.,0.12643396483718963
51, Private,207246, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,40, United-States, >50K.,-0.8166504171124077
